Rank,Business Name,Phone Number,Rating,Review Count,Address,City,State,ZIP,Website,Quality Score,Lead Quality,Call Priority,Owner Name,Owner Email,Contact Email,Enrichment Source,Notes,Call Status,Call Date,Follow Up
370,"Green Republic Landscapes, Inc.",(818) 616-1860,4.9,8,"13743 Ventura Blvd #220, Sherman Oaks, CA 91423, USA",Los Angeles,CA,91423,https://www.greenrepubliclandscapes.com/?utm_source=google&utm_medium=mybusiness,50,MEDIUM,MEDIUM,,,,google_places,,,,
371,Go Green Us Landscaping,(323) 328-2320,5.0,6,"821 N Humphreys Ave, East Los Angeles, CA 90022, USA",East Los Angeles,CA,90022,https://gogreenuslandscaping.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
372,North Hollywood Landscapers,(213) 589-2691,5.0,7,"6240 Laurel Canyon Blvd ste 110, North Hollywood, CA 91606, USA",Los Angeles,CA,91606,https://northhollywoodlandscapers.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
373,CHAMAN Inc.,(424) 204-3879,5.0,6,"4344 W 178th St, Torrance, CA 90504, USA",Torrance,CA,90504,http://www.chamaninc.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
374,Glendale Landscapers,(747) 209-1704,5.0,7,"655 N Central Ave #1700, Glendale, CA 91203, USA",Glendale,CA,91203,https://glendalelandscapers.net/,50,MEDIUM,MEDIUM,,,,google_places,,,,
375,Orange County Sprinkler Repair,(714) 313-8911,4.7,46,"260 South Pacific St, Tustin, CA 92780, USA",Tustin,CA,92780,,50,MEDIUM,MEDIUM,,,,google_places,,,,
376,BG Tree Service and Landscape,(714) 472-7585,5.0,6,"902 Freeman St, Santa Ana, CA 92703, USA",Santa Ana,CA,92703,https://www.bgtreeserviceandlandscape.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
377,Tree Service Experts Santa Ana,(657) 332-0999,5.0,6,"1217 E Wakeham Ave, Santa Ana, CA 92705, USA",Santa Ana,CA,92705,https://www.thelocaltreeexperts.com/ca/santa-ana/,50,MEDIUM,MEDIUM,,,,google_places,,,,
378,TerraTrail Landscaping & Paving,(714) 248-0693,5.0,5,"4848 Lakeview Ave, Yorba Linda, CA 92886, USA",Yorba Linda,CA,92886,http://terratraillandscaping.website/,50,MEDIUM,MEDIUM,,,,google_places,,,,
379,Orozco's Lawncare Solutions,(949) 283-2320,5.0,6,"1830 E Fairway Dr, Orange, CA 92866, USA",Orange,CA,92866,https://orozcoslawncaresolutions.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
380,EverGrow Landscape Supply,(714) 251-6116,5.0,5,"1310 Logan Ave Unit A, Costa Mesa, CA 92626, USA",Costa Mesa,CA,92626,https://evergrowlandscapesupply.com/?utm_source=google&utm_medium=googlebusinessprofile&utm_campaign=gbp,50,MEDIUM,MEDIUM,,,,google_places,,,,
381,R & C Nursery and Growers,(951) 314-6279,4.2,6,"10901 Wells Ave, Riverside, CA 92505, USA",Riverside,CA,92505,,50,MEDIUM,MEDIUM,,,,google_places,,,,
382,Y & M Nursery,(909) 721-6664,4.3,25,"16450 Washington St, Riverside, CA 92504, USA",Riverside,CA,92504,,50,MEDIUM,MEDIUM,,,,google_places,,,,
383,Diaz Landscape,(909) 775-3108,4.5,43,"1146 E Deodar St, Ontario, CA 91764, USA",Ontario,CA,91764,,50,MEDIUM,MEDIUM,,,,google_places,,,,
384,Marquez Landscaping,(951) 655-0260,4.7,7,"30956 9th St, Nuevo, CA 92567, USA",Nuevo,CA,92567,https://www.marquezlandscapinginc.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
385,Ontario Paving,(909) 752-0834,4.8,6,"1351 S Grove Ave STE 106, Ontario, CA 91761, USA",Ontario,CA,91761,https://ontariopaving.net/,50,MEDIUM,MEDIUM,,,,google_places,,,,
386,Gutierrez Tree Service,(909) 417-8869,5.0,34,"12430 Reche Canyon Rd, Colton, CA 92324, USA",Colton,CA,92324,,50,MEDIUM,MEDIUM,,,,google_places,,,,
387,kevins tree service,(909) 638-8979,5.0,6,"18324 10th St, Bloomington, CA 92316, USA",Bloomington,CA,92316,https://www.kevinstreeserviceca.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
388,Arbor Enterprise Tree Service,(951) 599-8733,5.0,5,"11194 Spruce Ave, Bloomington, CA 92316, USA",Bloomington,CA,92316,http://www.arborenterprise.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
389,Rancho Cucamonga Landscapers,(909) 752-0838,5.0,6,"10681 Foothill Blvd Suite 400, Rancho Cucamonga, CA 91730, USA",Rancho Cucamonga,CA,91730,https://ranchocucamongalandscapers.net/,50,MEDIUM,MEDIUM,,,,google_places,,,,
390,Ontario Landscapers,(909) 752-0832,5.0,6,"3400 Inland Empire Blvd suite 10, Ontario, CA 91764, USA",Ontario,CA,91764,https://ontariolandscapers.net/,50,MEDIUM,MEDIUM,,,,google_places,,,,
391,Lemon Grove Community Garden,(858) 859-2992,4.6,5,"Lemon Grove, CA 91945, USA",Lemon Grove,CA,91945,http://www.lemongrovecommunitygarden.us/,50,MEDIUM,MEDIUM,,,,google_places,,,,
392,Rancho San Diego Nursery Inc.,(619) 401-1151,4.7,35,"2031 Jamacha Rd, El Cajon, CA 92019, USA",El Cajon,CA,92019,,50,MEDIUM,MEDIUM,,,,google_places,,,,
393,The Home Depot (Garden Center),(619) 575-1900,4.8,5,"525 Saturn Blvd, San Diego, CA 92154, USA",San Diego,CA,92154,https://www.homedepot.com/l/Imperial-Beach/CA/San-Diego/92154/671/garden-center?emt=GCGMBGoogleMaps,50,MEDIUM,MEDIUM,,,,google_places,,,,
394,Vivero Jardín,664 121 6329,4.8,49,"Del Pino 3508, Cd Jardin, 22610 Tijuana, B.C., Mexico",Ciudad Jardin,B.C.,22610,,50,MEDIUM,MEDIUM,,,,google_places,,,,
395,Kreative Landscaping,(858) 333-7051,5.0,6,"2535 Fenton Pkwy, San Diego, CA 92108, USA",San Diego,CA,92108,http://www.kreativelandscaping.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
396,Pro Lawn Care of Bonita,(619) 404-4777,5.0,7,"5172 Bonita Rd, Bonita, CA 91902, USA",Bonita,CA,91902,https://nerislandscaping.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
397,San Diego Garden Supply,(619) 312-2642,5.0,9,"208 Greenfield Dr Suite M/N, El Cajon, CA 92020, USA",El Cajon,CA,92020,https://www.sdgardensupply.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
398,KimThai Garden,(323) 388-3871,4.8,28,"901 N Broadway, Los Angeles, CA 90012, USA",Los Angeles,CA,90012,,50,MEDIUM,MEDIUM,,,,google_places,,,,
399,Hall Landscape Design,(909) 752-0773,5.0,31,"2402 Elmgrove St, Los Angeles, CA 90031, USA",Los Angeles,CA,90031,,50,MEDIUM,MEDIUM,,,,google_places,,,,
400,LunaBella Tree Svc & Landscape LLC,(323) 770-9858,4.5,8,"n/a, Los Angeles, CA 90006, USA",Los Angeles,CA,90006,https://www.lunabellalandscaping.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
401,Green Tips Landscape,(818) 418-9244,5.0,8,"703 W Caldwell St, Compton, CA 90220, USA",Compton,CA,90220,http://greentipsla.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
402,EC Irrigation Repair,(310) 930-5347,5.0,6,"2124 E Piru St, Compton, CA 90222, USA",Compton,CA,90222,http://www.ecirrigationrepair.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
403,Ruben Guerrero Tree Services,(714) 630-4736,4.8,6,"1839 W Random Dr, Anaheim, CA 92804, USA",Anaheim,CA,92804,http://www.rubenguerrerotreeservice.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
404,My Tree Experts,(714) 455-3636,4.9,7,"825 N Redondo Dr E, Anaheim, CA 92801, USA",Anaheim,CA,92801,http://mytreeexperts.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
405,Betterment Tree Health Care,(714) 905-6444,4.9,32,"7131 Yorktown Ave, Huntington Beach, CA 92648, USA",Huntington Beach,CA,92648,,50,MEDIUM,MEDIUM,,,,google_places,,,,
406,Tochihuitl Landscape,(714) 924-6329,5.0,6,"5772 Garden Grove Blvd unit 526, Westminster, CA 92683, USA",Westminster,CA,92683,http://tochihuitllandscape.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
407,Bluegrass Landscape & Irrigation,(909) 545-0474,4.9,7,"4934 Rosewood St, Montclair, CA 91763, USA",Montclair,CA,91763,http://www.bluegrasslandcare.com/,50,MEDIUM,MEDIUM,,,,google_places,,,,
408,Modern Irrigation,(909) 946-6951,4.8,30,"1450 W 9th St, Upland, CA 91786, USA",Upland,CA,91786,,50,MEDIUM,MEDIUM,,,,google_places,,,,
409,Ralph's Nursery,(951) 963-0121,4.6,32,"2178 Kern St, San Bernardino, CA 92407, USA",San Bernardino,CA,92407,,50,MEDIUM,MEDIUM,,,,google_places,,,,
410,Gonzalez & Sons Gardening and Landscaping Services,(323) 428-2781,4.4,15,"1532 S Curson Ave, Los Angeles, CA 90019, USA",Los Angeles,CA,90019,,45,MEDIUM,MEDIUM,,,,google_places,,,,
411,Ezcutz lawncare,(213) 257-5328,4.7,13,"1112 S Oxford Ave, Los Angeles, CA 90006, USA",Los Angeles,CA,90006,,45,MEDIUM,MEDIUM,,,,google_places,,,,
412,Miguel's Lawn Service,(310) 874-8399,4.7,12,"home not business no visitors, 16318 S Essey Ave, Compton, CA 90221, USA",Compton,CA,90221,,45,MEDIUM,MEDIUM,,,,google_places,,,,
413,California Beauty Nursery & Flower Shop,(323) 830-7019,4.7,20,"2439 S Atlantic Blvd, Commerce, CA 90040, USA",Commerce,CA,90040,,45,MEDIUM,MEDIUM,,,,google_places,,,,
414,Acotillo Tree Service Inc,(323) 314-6294,4.8,24,"2355 Westwood Blvd, Los Angeles, CA 90064, USA",Los Angeles,CA,90064,,45,MEDIUM,MEDIUM,,,,google_places,,,,
415,Luna’s lanscaping,(310) 507-4933,5.0,10,"625 E 99th St, Inglewood, CA 90301, USA",Inglewood,CA,90301,,45,MEDIUM,MEDIUM,,,,google_places,,,,
416,Gabriel's Landscaping And Tree Service,(310) 294-4891,5.0,11,"8705 S 10th Ave, Inglewood, CA 90305, USA",Inglewood,CA,90305,,45,MEDIUM,MEDIUM,,,,google_places,,,,
417,Cruz Landscape,(323) 840-6271,5.0,24,"1323 Fedora St, Los Angeles, CA 90006, USA",Los Angeles,CA,90006,,45,MEDIUM,MEDIUM,,,,google_places,,,,
418,Tomoike Landscaping & Irrigation,(310) 630-9650,5.0,10,"23122 Kent Ave, Torrance, CA 90505, USA",Torrance,CA,90505,,45,MEDIUM,MEDIUM,,,,google_places,,,,
419,Mench's Sprinklers,(818) 731-5152,4.8,19,"7771 Allott Ave, Van Nuys, CA 91402, USA",Los Angeles,CA,91402,,45,MEDIUM,MEDIUM,,,,google_places,,,,
420,The Staghorn Garden,(310) 961-0808,4.9,22,"2919 and 2923 Wilshire Blvd, Santa Monica, CA 90403, USA",Santa Monica,CA,90403,,45,MEDIUM,MEDIUM,,,,google_places,,,,
421,Sod & Turf Pros,(818) 457-0453,5.0,24,"12007 Peoria St, Sun Valley, CA 91352, USA",Los Angeles,CA,91352,,45,MEDIUM,MEDIUM,,,,google_places,,,,
422,Golden Tree care,(714) 574-4227,5.0,11,"1133 S Ross St, Santa Ana, CA 92707, USA",Santa Ana,CA,92707,,45,MEDIUM,MEDIUM,,,,google_places,,,,
423,AG Nursery,(714) 761-2148,4.6,14,"8735 Crescent Ave, Buena Park, CA 90620, USA",Buena Park,CA,90620,,45,MEDIUM,MEDIUM,,,,google_places,,,,
424,A&M landscaping,(951) 388-4084,4.3,18,"2562 Sepulveda Ave, San Bernardino, CA 92404, USA",San Bernardino,CA,92404,,45,MEDIUM,MEDIUM,,,,google_places,,,,
425,Gavilan Springs,(951) 575-6573,4.5,11,"18400 Santa Rosa Mine Rd, Perris, CA 92570, USA",Perris,CA,92570,,45,MEDIUM,MEDIUM,,,,google_places,,,,
426,America's Irrigation & Landscaping,(888) 530-9994,4.7,19,"9950 Indiana Ave #15, Riverside, CA 92503, USA",Riverside,CA,92503,,45,MEDIUM,MEDIUM,,,,google_places,,,,
427,Manalisco Nurseries,(909) 673-9737,4.7,22,"7659 E Riverside Dr, Ontario, CA 91761, USA",Ontario,CA,91761,,45,MEDIUM,MEDIUM,,,,google_places,,,,
428,Gardening & house cleaning services M&M,(951) 531-6952,4.8,21,"6290 Cosmos St, Eastvale, CA 92880, USA",Eastvale,CA,92880,,45,MEDIUM,MEDIUM,,,,google_places,,,,
429,Julio C Munoz Sprinkler Repair,(909) 791-9143,4.8,18,"6925 Oleander Ave, Fontana, CA 92336, USA",Fontana,CA,92336,,45,MEDIUM,MEDIUM,,,,google_places,,,,
430,Davidson tree service,(909) 699-3841,5.0,11,"631 N Park Ave, Rialto, CA 92376, USA",Rialto,CA,92376,,45,MEDIUM,MEDIUM,,,,google_places,,,,
431,Spine N Shine,(909) 264-5856,5.0,21,"3293 N E St, San Bernardino, CA 92405, USA",San Bernardino,CA,92405,,45,MEDIUM,MEDIUM,,,,google_places,,,,
432,Higuera's Tree Service,(619) 569-4962,4.8,15,"2047 Ensenada St, Lemon Grove, CA 91945, USA",Lemon Grove,CA,91945,,45,MEDIUM,MEDIUM,,,,google_places,,,,
433,Coastal Tree Work,(760) 815-0367,5.0,16,"1955 Titus St, San Diego, CA 92110, USA",San Diego,CA,92110,,45,MEDIUM,MEDIUM,,,,google_places,,,,
434,Carrillos Gardening Services,(310) 422-8981,4.8,19,"5450 W Slauson Ave MBII-16, 5450 S Slauson Ave, Culver City, CA 90230, USA",Culver City,CA,90230,,45,MEDIUM,MEDIUM,,,,google_places,,,,
435,D L Long Landscaping,(909) 628-5531,4.4,14,"5475 G St, Chino, CA 91710, USA",Chino,CA,91710,,45,MEDIUM,MEDIUM,,,,google_places,,,,
436,Jeff Buchanan Tree Services,(714) 738-4652,4.4,7,"3730 W Commonwealth Ave, Fullerton, CA 92833, USA",Fullerton,CA,92833,,40,MEDIUM,MEDIUM,,,,google_places,,,,
437,Betos Lawn Services,(562) 221-9764,5.0,5,"11903 Gonsalves St, Cerritos, CA 90703, USA",Cerritos,CA,90703,,40,MEDIUM,MEDIUM,,,,google_places,,,,
438,J. Lopez Tree Service,(714) 392-6481,5.0,8,"1860 Glenoaks Ave, Anaheim, CA 92801, USA",Anaheim,CA,92801,,40,MEDIUM,MEDIUM,,,,google_places,,,,
439,Green Vision Inc.,(818) 600-4505,4.6,9,"13743 Ventura Blvd #220, Sherman Oaks, CA 91423, USA",Los Angeles,CA,91423,,40,MEDIUM,MEDIUM,,,,google_places,,,,
440,OCEANSIDE LANDSCAPING inc,(714) 243-7515,5.0,9,"14832 Hunter Ln, Midway City, CA 92655, USA",Midway City,CA,92655,,40,MEDIUM,MEDIUM,,,,google_places,,,,
441,Merchant Landscape Services,(909) 981-1022,4.8,6,"8847 E 9th St, Rancho Cucamonga, CA 91730, USA",Rancho Cucamonga,CA,91730,,40,MEDIUM,MEDIUM,,,,google_places,,,,
442,Prowess Landscaping Maintenance Inc.,(951) 743-8864,5.0,7,"14637 Rosea Ct, Moreno Valley, CA 92555, USA",Moreno Valley,CA,92555,,40,MEDIUM,MEDIUM,,,,google_places,,,,
443,Momia’s Nursery,(909) 630-6671,5.0,7,"4930 Pedley Rd, Riverside, CA 92509, USA",Riverside,CA,92509,,40,MEDIUM,MEDIUM,,,,google_places,,,,
444,Accurate Irrigation Services,(619) 741-5296,5.0,5,"216 Garfield Ave, El Cajon, CA 92020, USA",El Cajon,CA,92020,,40,MEDIUM,MEDIUM,,,,google_places,,,,
445,JUAN'S GARDEN SERVICE,(310) 427-4672,4.4,7,"1537 E O St, Wilmington, CA 90744, USA",Los Angeles,CA,90744,,40,MEDIUM,MEDIUM,,,,google_places,,,,
446,J.Ruiz Landscaping supply/dump/dompe,(424) 362-4748,5.0,6,"6800 S Victoria Ave, Los Angeles, CA 90043, USA",Los Angeles,CA,90043,,40,MEDIUM,MEDIUM,,,,google_places,,,,
447,Abeja Nursery,(310) 324-1523,5.0,9,"18301 Ermanita Ave, Torrance, CA 90504, USA",Torrance,CA,90504,,40,MEDIUM,MEDIUM,,,,google_places,,,,
448,Costa Mesa Emergency Sprinkler Repair Co.,(657) 600-6515,5.0,6,"3187 Airway Ave, Costa Mesa, CA 92626, USA",Costa Mesa,CA,92626,,40,MEDIUM,MEDIUM,,,,google_places,,,,
449,La Habra Tree Services,(714) 364-5246,4.8,6,"131 E Imperial Hwy, La Habra, CA 90631, USA",La Habra,CA,90631,,40,MEDIUM,MEDIUM,,,,google_places,,,,
450,HS LAWN MAINTENANCE,(909) 519-6026,5.0,5,"3847 Madison St, Riverside, CA 92504, USA",Riverside,CA,92504,,40,MEDIUM,MEDIUM,,,,google_places,,,,
